,name,description,created_at,text,location,retweeted,owner_name,owner_location,owner_created_at,retweeted_count
115,𝐆 𝐄 𝐑 𝐎 𝐒 𝐎 shingeki no kyojin,generoso mas com ressalvas,Mon Feb 01 14:07:07 +0000 2021,"RT @MBittencourtMD: Se continuarmos no ritmo do melhor dia até hoje a vacinação completa levaria + de 5 anos.
Para vacinar 70% dos brasilei…",,True,Marcio S Bittencourt,Brazil,Mon Feb 01 12:35:56 +0000 2021,51
116,Johan Pedro,reclamando de tudo,Mon Feb 01 14:07:09 +0000 2021,RT @GuilhermeBoulos: Atraso em vacinação contra Covid deve custar pelo menos R$ 150 bi ao PIB brasileiro em 2021. Segundo cálculo da consul…,"Goiânia, Goiás",True,Guilherme Boulos,,Mon Feb 01 12:39:49 +0000 2021,648
117,Eveline Pimentel Bolsonaro.,"Perfil criado para apoio ao presidente Bolsonaro. Se não for apoiador do Brasil e do presidente ,por favor , RETIRE-SE!! Eveline Pimentel, vulgo BOLSONARA!",Mon Feb 01 14:07:10 +0000 2021,"RT @MubarakLuiza: STF é o único no mundo que entende medicina, economia, vacina, eleições. A única coisa que eles não entendem é Justiça!",,True,Luiza Mubarak 🌸🌼👉,,Sun Jan 31 21:34:53 +0000 2021,1074
118,gabardo no BBB,lavo louça e assisto bbb,Mon Feb 01 14:07:11 +0000 2021,RT @spartakusvlog: vacina chegou no brasil / não tem o suficiente pra te vacinar https://t.co/gLr2DsnWtX,Curitiba ,True,Spartakus,"Rio de Janeiro, Brasil",Mon Feb 01 03:51:01 +0000 2021,201
119,Nova Iguaçu Online,"Informações, Utilidade Pública, Denúncias e muito mais tudo isso de uma forma séria e responsável. É Nova Iguaçu 24h muito mais informada !",Mon Feb 01 14:07:11 +0000 2021,"Nova Iguaçu começa a vacinar idosos com mais de 80 anos contra Covid-19 #NovaIguaçuOnline
Saiba mais em:… https://t.co/upzFKSTd9o",Nova Iguaçu - Rio de Janeiro,False,,,,
120,Jr Hr,https://www.instagram.com/juniorherenio,Mon Feb 01 14:07:14 +0000 2021,@fireletric @forumpandlr Pois pega os comentários dele mais recente sobre a vacina...,"Imperatriz, Brasil",False,,,,
121,Clair Câmpara,,Mon Feb 01 14:07:14 +0000 2021,RT @GuilhermeBoulos: Atraso em vacinação contra Covid deve custar pelo menos R$ 150 bi ao PIB brasileiro em 2021. Segundo cálculo da consul…,,True,Guilherme Boulos,,Mon Feb 01 12:39:49 +0000 2021,649
122,Ana Clara,,Mon Feb 01 14:07:16 +0000 2021,as fotos q meu pai mandou da minha bisa tomando a vacina fizeram meu dia 😻😻,"Jacarepaguá, Rio de Janeiro",False,,,,
123,Hugo🇧🇷🏴,Fascistas e bolsonaristas não são bem-vindos! ✊🏽 🇧🇷🏳️‍🌈,Mon Feb 01 14:07:16 +0000 2021,"RT @GloboNews: A vacinação agora é a principal arma contra a Covid. E vão ser necessárias muitas mangas erguidas, muito empenho de quem apl…","Belo Horizonte, Brasil",True,GloboNews,Brasil,Sat Jan 30 19:49:51 +0000 2021,43
124,andré,Any mask really is only as good as the person wearing it,Mon Feb 01 14:07:16 +0000 2021,Que maravilha!,"Coimbra, Portugal",False,,,,
125,Sandrinha,"Não mexe com ela.
Ela é do dendê,
ela é do saravá,
do laroyê,
e da fé em todos orixás.
🦂🚩",Mon Feb 01 14:07:17 +0000 2021,@FelipedoPt Com dinheiro da vacina e auxilio emergencial!,,False,,,,
126,Rute Rolmes,"Nil Sine Deo - ( sem Deus, nada )
A injustiça aprisiona a verdade. Bem aventurados os que têm fome e sede de justiça.
A terra dos livres é o lar dos corajosos.",Mon Feb 01 14:07:18 +0000 2021,@macaealexandre @tamir_rimat Aguardo o link onde a Anvisa diz que não há tratamento a não a vacina.,,False,,,,
127,Nane Truccolo🇧🇷,Oceanographer 🇧🇷🌊🎼📈🤿📷⚓️🔭,Mon Feb 01 14:07:18 +0000 2021,"RT @alisc: Bem interessante esse estudo da @macrolca. Em suma, a cada mês de atraso na vacinação, pib perde 0,5% https://t.co/TjOJV8CFyg",Brazil,True,Aline Cardoso,"São Paulo, Brasil",Mon Feb 01 10:37:53 +0000 2021,15
128,Roseli Aparecida Monforte Miranda,,Mon Feb 01 14:07:19 +0000 2021,"RT @ptbrasil: Nossa mobilização só cresce: vacina para todos já, renda emergencial e FORA BOLSONARO!
🎨 @desenhosdonando https://t.co/reHxGU…","São Paulo, Brasil",True,PT Brasil,Brasília / Brasil,Mon Feb 01 10:01:00 +0000 2021,110
129,kailane.,"Muitas dores nas costas e um livro na amazon, “cartas para alex”. || enfj-t. a/ela/a",Mon Feb 01 14:07:19 +0000 2021,"RT @corymonteitx: rodolffo RACISTA, anti vacina, bolsominion e vcs querendo manter esse cara na casa por causa de casalzinho que só existe…",1926 - 2018.,True,anny; 📖: aftg³,"maira, lais e joice",Mon Feb 01 04:42:45 +0000 2021,2
130,Leticia,,Mon Feb 01 14:07:20 +0000 2021,RT @GuilhermeBoulos: Atraso em vacinação contra Covid deve custar pelo menos R$ 150 bi ao PIB brasileiro em 2021. Segundo cálculo da consul…,Belo Horizonte- Brazil,True,Guilherme Boulos,,Mon Feb 01 12:39:49 +0000 2021,650
131,JORNAL O IMPARCIAL,"Fundado em 02 de fevereiro de 1939, O Imparcial é o impresso de maior circulação na região de Presidente Prudente.",Mon Feb 01 14:07:21 +0000 2021,"Vacina anima idosos de instituições de longa permanência em PP

Unidades assistenciais afirmaram que os assistidos… https://t.co/odwtJn7DcA",Presidente Prudente,False,,,,
132,Gab.ai/Jader Stinghen🇧🇷🇮🇱🇺🇸🇨🇮✝️➡️3️⃣8️⃣,"Catarinense, católico, conservador, monarquista. Deus acima de Tudo.",Mon Feb 01 14:07:21 +0000 2021,RT @brunaobarreto3: Tomou vacina e pegou o vírus chinês? Isso é culpa da nova cepa brasileira que foi desenvolvida porque o povo não respei…,"Santa Catarina, Brasil",True,Brunão,,Mon Feb 01 10:30:48 +0000 2021,576
133,Rosemeirelopescf@yahoo.com.br🇧🇷🇧🇷🇧🇷,🇧🇷🇧🇷🙏🙏,Mon Feb 01 14:07:21 +0000 2021,RT @brunaobarreto3: Tomou vacina e pegou o vírus chinês? Isso é culpa da nova cepa brasileira que foi desenvolvida porque o povo não respei…,,True,Brunão,,Mon Feb 01 10:30:48 +0000 2021,577
134,José de Abreu,"DM DESATIVADA! Do rio que tudo arrasta, diz-se que é violento.Mas ninguém chama violentas as margens que o comprimem. (Brecht)",Mon Feb 01 14:07:23 +0000 2021,"RT @ALuizCosta: Os dados da vacinação em Israel mostram uma taxa extremamente baixa de infecções. Apenas 0,04% das pessoas contraíram o vír…","Auckland, NZ",True,Antonio Luiz M. C. Costa,"São Paulo, Brasil",Mon Feb 01 13:44:32 +0000 2021,3
135,Mario Moreira,,Mon Feb 01 14:07:24 +0000 2021,"RT @JornalGGN: Julio Croda: ‘Se não impusermos medidas mais restritivas, não só Manaus, mas outras cidades entrarão em colapso’ https://t.c…",,True,JornalGGN,Brasil,Mon Feb 01 13:30:00 +0000 2021,1
136,Maria Passa na Frente 💛 ¹⁹⁹²,"SEGURA A MINHA VARIANTE.

°perfil antigo @garridah°",Mon Feb 01 14:07:24 +0000 2021,"RT @marioadolfo: 1. Profissionais de saúde agora podem se vacinar em qualquer um dos pontos fixos de Manaus;
2. Mas apenas GRUPOS PRIORITÁR…","Manaus, Brasil",True,Mário Adolfo Filho,Manaus-AM,Mon Feb 01 12:53:09 +0000 2021,58
137,Helio Costa,Um show de felicidade 2020! Gargalhadas deliciosas 2020 !,Mon Feb 01 14:07:25 +0000 2021,"RT @o_antagonista: Ao lado do presidente Jair Bolsonaro, que, ao longo da pandemia, atuou contra os imunizantes, em especial a CoronaVac, L…",Niterói/Rio de Janeiro/Brasil,True,O Antagonista,,Mon Feb 01 14:00:39 +0000 2021,9
138,jacqueline brito,,Mon Feb 01 14:07:26 +0000 2021,RT @AiltonBenedito: Por que o Ministério da Saúde @minsaude não está publicando a atualização semanal de evidências descritas na literatura…,,True,🇧🇷Ailton Benedito,Brasil,Mon Feb 01 13:30:25 +0000 2021,115
139,Gonçalo Filipe,"1904🔴⚪️ Ajuda, 1300 📍 AUDI A4 TDI Filipa 💍",Mon Feb 01 14:07:26 +0000 2021,Continuamos a ser os maiores 👏🏼👏🏼👏🏼,,False,,,,
140,Canal S+,"O S+ é um canal temático de saúde e bem-estar vocacionado para quem trabalha e se interessa pela saúde. 
Canal 129 NOS e MEO, canal 128 Vodafone Portugal",Mon Feb 01 14:07:26 +0000 2021,"Os #Açores diagnosticaram, nas últimas 24 horas, 25 novos casos de #covid19, dos quais 23 em São Miguel, um na Terc… https://t.co/VRMG2AxRuQ","Lisboa, Portugal",False,,,,
141,Guto Gonçalez,Eng. Agronomo. Administrador. Conta antiga excluída pelo aplicativo.,Mon Feb 01 14:07:27 +0000 2021,RT @brunaobarreto3: Tomou vacina e pegou o vírus chinês? Isso é culpa da nova cepa brasileira que foi desenvolvida porque o povo não respei…,,True,Brunão,,Mon Feb 01 10:30:48 +0000 2021,578
142,My Milos,,Mon Feb 01 14:07:27 +0000 2021,"Enquanto não valorizarem nós, os biólogos e pesquisadores, o caos ainda reinará nesse paiseco de bolsolixos. Lembre… https://t.co/G38URPHnNc",,False,,,,
143,berê,essa arroba não guenta mais,Mon Feb 01 14:07:28 +0000 2021,"RT @jaqueventurim: Motivos para votar no Rodolfo:

É bolsominion
Fala que sofre racismo quando se bronzeia
Disse que o Caio sofreu racismo…",São Paulo,True,jaqueleila,São Paulo,Mon Feb 01 03:02:07 +0000 2021,11
144,soso,librianja safada,Mon Feb 01 14:07:28 +0000 2021,RT @GuilhermeBoulos: Atraso em vacinação contra Covid deve custar pelo menos R$ 150 bi ao PIB brasileiro em 2021. Segundo cálculo da consul…,"Curitiba, Brasil",True,Guilherme Boulos,,Mon Feb 01 12:39:49 +0000 2021,651
145,Maria Luiza Babe Lavenère,,Mon Feb 01 14:07:29 +0000 2021,"Nova onda do covid-19 no Amazonas é mais letal entre os jovens https://t.co/eMtuYsfxFt 
#foragovernodeassassinos",Brasília,False,,,,
146,Jessi.anes,"Por uma nutrição com alteridade.
#NutriTwitter

Alguma coisa está errada, se nós sofremos juntos, porque não lutamos juntos?",Mon Feb 01 14:07:30 +0000 2021,"Temos um presidente que trabalha para o vírus, um agente do Caos. 
#ForaBolsonaroGenocida",,False,,,,
147,Sindiquimicani,"Nossa missão é defender e oferecer assistência ao trabalhador, inovando sempre. Contatos: (21) 98566-7691 / (21) 2767-8660",Mon Feb 01 14:07:34 +0000 2021,O Sindicato dos Nutricionistas de SP (SindiNutri) divulgou carta aberta às autoridades pedindo tratamento justo e v… https://t.co/nuMasjvJY4,Nova Iguaçu - RJ,False,,,,
148,Rosana💉😷,"- Político não é popstar
- Político não é deus
- Político não é herói
- Para de botar a mão no fogo por essa gente",Mon Feb 01 14:07:35 +0000 2021,RT @VillaMarcovilla: Bolsonaro leva o Brasil para a mais grave crise da história republicana.            Atraso na vacinação impede a recup…,,True,Marco Antonio Villa,São Paulo - Brasil,Mon Feb 01 03:48:47 +0000 2021,136
149,ᵇᵉou é 𝕠𝕥𝟟 ou é 𝕖𝕟𝕔𝕠𝕤𝕥𝕠⁷🍀,𝕧𝕞𝕚𝕟 𝕒𝕦 + 𝑝𝑙𝑎𝑦𝑙𝑖𝑠𝑡 𝑑𝑒 𝑠𝑡𝑟𝑒𝑎𝑚 + 𝑣𝑜𝑡𝑎𝑐𝑎𝑜📌 • 𝑐ℎ𝑎𝑟𝑡 𝑓𝑎𝑛,Mon Feb 01 14:07:35 +0000 2021,"RT @galaxyagust: O BTS doou as roupas do MV de Dynamite pro leilão do Music Cares, elas foram leiloadas por 162.500 dólares, o dinheiro vai…",𝑜𝑛𝑙𝑦 𝑎𝑟𝑚𝑦 • (𝕕)𝕖𝕝𝕒,True,ʙᴜʀɴ ɪᴛ ⁷ᴮᴱ (🧘🏽‍♀️),bangtan⁷ caroline♡,Mon Feb 01 12:28:22 +0000 2021,10
150,ODÉCIO COSTA,"Agente de Trânsito, Engenheiro Agrícola e Bacharel em Direito. Perito em Trânsito. O homem que conhece seus direitos, jamais será enganado.",Mon Feb 01 14:07:36 +0000 2021,"RT @LailtonCosta: O médico Antônio Fagundes, cirurgião vascular em Palmas, faz um apelo pela vacinação, contra a Covid-19, dos profissionai…",BRASIL,True,lailtoncosta,Palmas,Sun Jan 31 16:22:45 +0000 2021,18
151,¯\_(ツ)_/¯ ( ͡° ͜ʖ ͡°) (／‵Д′)／~ ╧╧,,Mon Feb 01 14:07:37 +0000 2021,"RT @carapanarana: ""O farmacêutico que intencionalmente sabotou centenas de doses da vacina Moderna porque pensava que COVID-19 era uma fars…","São Paulo, Brasil",True,Carapanã,,Sun Jan 31 20:12:45 +0000 2021,421
